enrollid,stuid,lid,enroll_date,status,semester,enroll_type
346861,106861,200005,2026-03-02,완료,2026-1,정규
346862,106862,200005,2026-03-02,완료,2026-1,정규
346863,106863,200005,2026-03-02,완료,2026-1,정규
346864,106864,200005,2026-03-02,완료,2026-1,정규
346865,106865,200005,2026-03-02,완료,2026-1,정규
346866,106866,200005,2026-03-02,완료,2026-1,정규
346867,106867,200005,2026-03-02,완료,2026-1,정규
346868,106868,200005,2026-03-02,완료,2026-1,정규
346869,106869,200005,2026-03-02,완료,2026-1,정규
346870,106870,200005,2026-03-02,완료,2026-1,정규
346871,106871,200005,2026-03-02,완료,2026-1,정규
346872,106872,200005,2026-03-02,완료,2026-1,정규
346873,106873,200005,2026-03-02,완료,2026-1,정규
346874,106874,200005,2026-03-02,완료,2026-1,정규
346875,106875,200005,2026-03-02,완료,2026-1,정규
346876,106876,200005,2026-03-02,완료,2026-1,정규
346877,106877,200005,2026-03-02,완료,2026-1,정규
346878,106878,200005,2026-03-02,완료,2026-1,정규
346879,106879,200005,2026-03-02,완료,2026-1,정규
346880,106880,200005,2026-03-02,완료,2026-1,정규
346881,106881,200005,2026-03-02,완료,2026-1,정규
346882,106882,200005,2026-03-02,완료,2026-1,정규
346883,106883,200005,2026-03-02,완료,2026-1,정규
346884,106884,200005,2026-03-02,완료,2026-1,정규
346885,106885,200005,2026-03-02,완료,2026-1,정규
346886,106886,200005,2026-03-02,완료,2026-1,정규
346887,106887,200005,2026-03-02,완료,2026-1,정규
346888,106888,200005,2026-03-02,완료,2026-1,정규
346889,106889,200005,2026-03-02,완료,2026-1,정규
346890,106890,200005,2026-03-02,완료,2026-1,정규
346891,106891,200005,2026-03-02,완료,2026-1,정규
346892,106892,200005,2026-03-02,완료,2026-1,정규
346893,106893,200005,2026-03-02,완료,2026-1,정규
346894,106894,200005,2026-03-02,완료,2026-1,정규
346895,106895,200005,2026-03-02,완료,2026-1,정규
346896,106896,200005,2026-03-02,완료,2026-1,정규
346897,106897,200005,2026-03-02,완료,2026-1,정규
346898,106898,200005,2026-03-02,완료,2026-1,정규
346899,106899,200005,2026-03-02,완료,2026-1,정규
346900,106900,200005,2026-03-02,완료,2026-1,정규
346901,106901,200005,2026-03-02,완료,2026-1,정규
346902,106902,200005,2026-03-02,완료,2026-1,정규
346903,106903,200005,2026-03-02,완료,2026-1,정규
346904,106904,200005,2026-03-02,완료,2026-1,정규
346905,106905,200005,2026-03-02,완료,2026-1,정규
346906,106906,200005,2026-03-02,완료,2026-1,정규
346907,106907,200005,2026-03-02,완료,2026-1,정규
346908,106908,200005,2026-03-02,완료,2026-1,정규
346909,106909,200005,2026-03-02,완료,2026-1,정규
346910,106910,200005,2026-03-02,완료,2026-1,정규
346911,106911,200005,2026-03-02,완료,2026-1,정규
346912,106912,200005,2026-03-02,완료,2026-1,정규
346913,106913,200005,2026-03-02,완료,2026-1,정규
346914,106914,200005,2026-03-02,완료,2026-1,정규
346915,106915,200005,2026-03-02,완료,2026-1,정규
346916,106916,200005,2026-03-02,완료,2026-1,정규
346917,106917,200005,2026-03-02,완료,2026-1,정규
346918,106918,200005,2026-03-02,완료,2026-1,정규
346919,106919,200005,2026-03-02,완료,2026-1,정규
346920,106920,200005,2026-03-02,완료,2026-1,정규
346921,106921,200005,2026-03-02,완료,2026-1,정규
346922,106922,200005,2026-03-02,완료,2026-1,정규
346923,106923,200005,2026-03-02,완료,2026-1,정규
346924,106924,200005,2026-03-02,완료,2026-1,정규
346925,106925,200005,2026-03-02,완료,2026-1,정규
346926,106926,200005,2026-03-02,완료,2026-1,정규
346927,106927,200005,2026-03-02,완료,2026-1,정규
346928,106928,200005,2026-03-02,완료,2026-1,정규
346929,106929,200005,2026-03-02,완료,2026-1,정규
346930,106930,200005,2026-03-02,완료,2026-1,정규
346931,106931,200005,2026-03-02,완료,2026-1,정규
346932,106932,200005,2026-03-02,완료,2026-1,정규
346933,106933,200005,2026-03-02,완료,2026-1,정규
346934,106934,200005,2026-03-02,완료,2026-1,정규
346935,106935,200005,2026-03-02,완료,2026-1,정규
346936,106936,200005,2026-03-02,완료,2026-1,정규
346937,106937,200005,2026-03-02,완료,2026-1,정규
346938,106938,200005,2026-03-02,완료,2026-1,정규
346939,106939,200005,2026-03-02,완료,2026-1,정규
346940,106940,200005,2026-03-02,완료,2026-1,정규
346941,106941,200005,2026-03-02,완료,2026-1,정규
346942,106942,200005,2026-03-02,완료,2026-1,정규
346943,106943,200005,2026-03-02,완료,2026-1,정규
346944,106944,200005,2026-03-02,완료,2026-1,정규
346945,106945,200005,2026-03-02,완료,2026-1,정규
346946,106946,200005,2026-03-02,완료,2026-1,정규
346947,106947,200005,2026-03-02,완료,2026-1,정규
346948,106948,200005,2026-03-02,완료,2026-1,정규
346949,106949,200005,2026-03-02,완료,2026-1,정규
346950,106950,200005,2026-03-02,완료,2026-1,정규
346951,106951,200005,2026-03-02,완료,2026-1,정규
346952,106952,200005,2026-03-02,완료,2026-1,정규
346953,106953,200005,2026-03-02,완료,2026-1,정규
346954,106954,200005,2026-03-02,완료,2026-1,정규
346955,106955,200005,2026-03-02,완료,2026-1,정규
346956,106956,200005,2026-03-02,완료,2026-1,정규
346957,106957,200005,2026-03-02,완료,2026-1,정규
346958,106958,200005,2026-03-02,완료,2026-1,정규
346959,106959,200005,2026-03-02,완료,2026-1,정규
346960,106960,200005,2026-03-02,완료,2026-1,정규
346961,106961,200005,2026-03-02,완료,2026-1,정규
346962,106962,200005,2026-03-02,완료,2026-1,정규
346963,106963,200005,2026-03-02,완료,2026-1,정규
346964,106964,200005,2026-03-02,완료,2026-1,정규
346965,106965,200005,2026-03-02,완료,2026-1,정규
346966,106966,200005,2026-03-02,완료,2026-1,정규
346967,106967,200005,2026-03-02,완료,2026-1,정규
346968,106968,200005,2026-03-02,완료,2026-1,정규
346969,106969,200005,2026-03-02,완료,2026-1,정규
346970,106970,200005,2026-03-02,완료,2026-1,정규
346971,106971,200005,2026-03-02,완료,2026-1,정규
346972,106972,200005,2026-03-02,완료,2026-1,정규
346973,106973,200005,2026-03-02,완료,2026-1,정규
346974,106974,200005,2026-03-02,완료,2026-1,정규
346975,106975,200005,2026-03-02,완료,2026-1,정규
346976,106976,200005,2026-03-02,완료,2026-1,정규
346977,106977,200005,2026-03-02,완료,2026-1,정규
346978,106978,200005,2026-03-02,완료,2026-1,정규
346979,106979,200005,2026-03-02,완료,2026-1,정규
346980,106980,200005,2026-03-02,완료,2026-1,정규
346981,106981,200005,2026-03-02,완료,2026-1,정규
346982,106982,200005,2026-03-02,완료,2026-1,정규
346983,106983,200005,2026-03-02,완료,2026-1,정규
346984,106984,200005,2026-03-02,완료,2026-1,정규
346985,106985,200005,2026-03-02,완료,2026-1,정규
346986,106986,200005,2026-03-02,완료,2026-1,정규
346987,106987,200005,2026-03-02,완료,2026-1,정규
346988,106988,200005,2026-03-02,완료,2026-1,정규
346989,106989,200005,2026-03-02,완료,2026-1,정규
346990,106990,200005,2026-03-02,완료,2026-1,정규
346991,106991,200005,2026-03-02,완료,2026-1,정규
346992,106992,200005,2026-03-02,완료,2026-1,정규
346993,106993,200005,2026-03-02,완료,2026-1,정규
346994,106994,200005,2026-03-02,완료,2026-1,정규
346995,106995,200005,2026-03-02,완료,2026-1,정규
346996,106996,200005,2026-03-02,완료,2026-1,정규
346997,106997,200005,2026-03-02,완료,2026-1,정규
346998,106998,200005,2026-03-02,완료,2026-1,정규
346999,106999,200005,2026-03-02,완료,2026-1,정규
347000,107000,200005,2026-03-02,완료,2026-1,정규
347001,107001,200005,2026-03-02,완료,2026-1,정규
347002,107002,200005,2026-03-02,완료,2026-1,정규
347003,107003,200005,2026-03-02,완료,2026-1,정규
347004,107004,200005,2026-03-02,완료,2026-1,정규
347005,107005,200005,2026-03-02,완료,2026-1,정규
347006,107006,200005,2026-03-02,완료,2026-1,정규
347007,107007,200005,2026-03-02,완료,2026-1,정규
347008,107008,200005,2026-03-02,완료,2026-1,정규
347009,107009,200005,2026-03-02,완료,2026-1,정규
347010,107010,200005,2026-03-02,완료,2026-1,정규
347011,107011,200005,2026-03-02,완료,2026-1,정규
347012,107012,200005,2026-03-02,완료,2026-1,정규
347013,107013,200005,2026-03-02,완료,2026-1,정규
347014,107014,200005,2026-03-02,완료,2026-1,정규
347015,107015,200005,2026-03-02,완료,2026-1,정규
347016,107016,200005,2026-03-02,완료,2026-1,정규
347017,107017,200005,2026-03-02,완료,2026-1,정규
347018,107018,200005,2026-03-02,완료,2026-1,정규
347019,107019,200005,2026-03-02,완료,2026-1,정규
347020,107020,200005,2026-03-02,완료,2026-1,정규
347021,107021,200005,2026-03-02,완료,2026-1,정규
347022,107022,200005,2026-03-02,완료,2026-1,정규
347023,107023,200005,2026-03-02,완료,2026-1,정규
347024,107024,200005,2026-03-02,완료,2026-1,정규
347025,107025,200005,2026-03-02,완료,2026-1,정규
347026,107026,200005,2026-03-02,완료,2026-1,정규
347027,107027,200005,2026-03-02,완료,2026-1,정규
347028,107028,200005,2026-03-02,완료,2026-1,정규
347029,107029,200005,2026-03-02,완료,2026-1,정규
347030,107030,200005,2026-03-02,완료,2026-1,정규
347031,107031,200005,2026-03-02,완료,2026-1,정규
347032,107032,200005,2026-03-02,완료,2026-1,정규
347033,107033,200005,2026-03-02,완료,2026-1,정규
347034,107034,200005,2026-03-02,완료,2026-1,정규
347035,107035,200005,2026-03-02,완료,2026-1,정규
347036,107036,200005,2026-03-02,완료,2026-1,정규
347037,107037,200005,2026-03-02,완료,2026-1,정규
347038,107038,200005,2026-03-02,완료,2026-1,정규
347039,107039,200005,2026-03-02,완료,2026-1,정규
347040,107040,200005,2026-03-02,완료,2026-1,정규
347041,107041,200005,2026-03-02,완료,2026-1,정규
347042,107042,200005,2026-03-02,완료,2026-1,정규
347043,107043,200005,2026-03-02,완료,2026-1,정규
347044,107044,200005,2026-03-02,완료,2026-1,정규
347045,107045,200005,2026-03-02,완료,2026-1,정규
347046,107046,200005,2026-03-02,완료,2026-1,정규
347047,107047,200005,2026-03-02,완료,2026-1,정규
347048,107048,200005,2026-03-02,완료,2026-1,정규
347049,107049,200005,2026-03-02,완료,2026-1,정규
347050,107050,200005,2026-03-02,완료,2026-1,정규
347051,107051,200005,2026-03-02,완료,2026-1,정규
347052,107052,200005,2026-03-02,완료,2026-1,정규
347053,107053,200005,2026-03-02,완료,2026-1,정규
347054,107054,200005,2026-03-02,완료,2026-1,정규
347055,107055,200005,2026-03-02,완료,2026-1,정규
347056,107056,200005,2026-03-02,완료,2026-1,정규
347057,107057,200005,2026-03-02,완료,2026-1,정규
347058,107058,200005,2026-03-02,완료,2026-1,정규
347059,107059,200005,2026-03-02,완료,2026-1,정규
347060,107060,200005,2026-03-02,완료,2026-1,정규
347061,107061,200005,2026-03-02,완료,2026-1,정규
347062,107062,200005,2026-03-02,완료,2026-1,정규
347063,107063,200005,2026-03-02,완료,2026-1,정규
347064,107064,200005,2026-03-02,완료,2026-1,정규
347065,107065,200005,2026-03-02,완료,2026-1,정규
347066,107066,200005,2026-03-02,완료,2026-1,정규
347067,107067,200005,2026-03-02,완료,2026-1,정규
347068,107068,200005,2026-03-02,완료,2026-1,정규
347069,107069,200005,2026-03-02,완료,2026-1,정규
347070,107070,200005,2026-03-02,완료,2026-1,정규
347071,107071,200005,2026-03-02,완료,2026-1,정규
347072,107072,200005,2026-03-02,완료,2026-1,정규
347073,107073,200005,2026-03-02,완료,2026-1,정규
347074,107074,200005,2026-03-02,완료,2026-1,정규
347075,107075,200005,2026-03-02,완료,2026-1,정규
347076,107076,200005,2026-03-02,완료,2026-1,정규
347077,107077,200005,2026-03-02,완료,2026-1,정규
347078,107078,200005,2026-03-02,완료,2026-1,정규
347079,107079,200005,2026-03-02,완료,2026-1,정규
347080,107080,200005,2026-03-02,완료,2026-1,정규
347081,107081,200005,2026-03-02,완료,2026-1,정규
347082,107082,200005,2026-03-02,완료,2026-1,정규
347083,107083,200005,2026-03-02,완료,2026-1,정규
347084,107084,200005,2026-03-02,완료,2026-1,정규
347085,107085,200005,2026-03-02,완료,2026-1,정규
347086,107086,200005,2026-03-02,완료,2026-1,정규
347087,107087,200005,2026-03-02,완료,2026-1,정규
347088,107088,200005,2026-03-02,완료,2026-1,정규
347089,107089,200005,2026-03-02,완료,2026-1,정규
347090,107090,200005,2026-03-02,완료,2026-1,정규
347091,107091,200005,2026-03-02,완료,2026-1,정규
347092,107092,200005,2026-03-02,완료,2026-1,정규
347093,107093,200005,2026-03-02,완료,2026-1,정규
347094,107094,200005,2026-03-02,완료,2026-1,정규
347095,107095,200005,2026-03-02,완료,2026-1,정규
347096,107096,200005,2026-03-02,완료,2026-1,정규
347097,107097,200005,2026-03-02,완료,2026-1,정규
347098,107098,200005,2026-03-02,완료,2026-1,정규
347099,107099,200005,2026-03-02,완료,2026-1,정규
347100,107100,200005,2026-03-02,완료,2026-1,정규
347101,107101,200005,2026-03-02,완료,2026-1,정규
347102,107102,200005,2026-03-02,완료,2026-1,정규
347103,107103,200005,2026-03-02,완료,2026-1,정규
347104,107104,200005,2026-03-02,완료,2026-1,정규
347105,107105,200005,2026-03-02,완료,2026-1,정규
347106,107106,200005,2026-03-02,완료,2026-1,정규
347107,107107,200005,2026-03-02,완료,2026-1,정규
347108,107108,200005,2026-03-02,완료,2026-1,정규
347109,107109,200005,2026-03-02,완료,2026-1,정규
347110,107110,200005,2026-03-02,완료,2026-1,정규
347111,107111,200005,2026-03-02,완료,2026-1,정규
347112,107112,200005,2026-03-02,완료,2026-1,정규
347113,107113,200005,2026-03-02,완료,2026-1,정규
347114,107114,200005,2026-03-02,완료,2026-1,정규
347115,107115,200005,2026-03-02,완료,2026-1,정규
347116,107116,200005,2026-03-02,완료,2026-1,정규
347117,107117,200005,2026-03-02,완료,2026-1,정규
347118,107118,200005,2026-03-02,완료,2026-1,정규
347119,107119,200005,2026-03-02,완료,2026-1,정규
347120,107120,200005,2026-03-02,완료,2026-1,정규
347121,107121,200005,2026-03-02,완료,2026-1,정규
347122,107122,200005,2026-03-02,완료,2026-1,정규
347123,107123,200005,2026-03-02,완료,2026-1,정규
347124,107124,200005,2026-03-02,완료,2026-1,정규
347125,107125,200005,2026-03-02,완료,2026-1,정규
347126,107126,200005,2026-03-02,완료,2026-1,정규
347127,107127,200005,2026-03-02,완료,2026-1,정규
347128,107128,200005,2026-03-02,완료,2026-1,정규
347129,107129,200005,2026-03-02,완료,2026-1,정규
347130,107130,200005,2026-03-02,완료,2026-1,정규
347131,107131,200005,2026-03-02,완료,2026-1,정규
347132,107132,200005,2026-03-02,완료,2026-1,정규
347133,107133,200005,2026-03-02,완료,2026-1,정규
347134,107134,200005,2026-03-02,완료,2026-1,정규
347135,107135,200005,2026-03-02,완료,2026-1,정규
347136,107136,200005,2026-03-02,완료,2026-1,정규
347137,107137,200005,2026-03-02,완료,2026-1,정규
347138,107138,200005,2026-03-02,완료,2026-1,정규
347139,107139,200005,2026-03-02,완료,2026-1,정규
347140,107140,200005,2026-03-02,완료,2026-1,정규
347141,107141,200005,2026-03-02,완료,2026-1,정규
347142,107142,200005,2026-03-02,완료,2026-1,정규
347143,107143,200005,2026-03-02,완료,2026-1,정규
347144,107144,200005,2026-03-02,완료,2026-1,정규
347145,107145,200005,2026-03-02,완료,2026-1,정규
347146,107146,200005,2026-03-02,완료,2026-1,정규
347147,107147,200005,2026-03-02,완료,2026-1,정규
347148,107148,200005,2026-03-02,완료,2026-1,정규
347149,107149,200005,2026-03-02,완료,2026-1,정규
347150,107150,200005,2026-03-02,완료,2026-1,정규
347151,107151,200005,2026-03-02,완료,2026-1,정규
347152,107152,200005,2026-03-02,완료,2026-1,정규
347153,107153,200005,2026-03-02,완료,2026-1,정규
347154,107154,200005,2026-03-02,완료,2026-1,정규
347155,107155,200005,2026-03-02,완료,2026-1,정규
347156,107156,200005,2026-03-02,완료,2026-1,정규
347157,107157,200005,2026-03-02,완료,2026-1,정규
347158,107158,200005,2026-03-02,완료,2026-1,정규
347159,107159,200005,2026-03-02,완료,2026-1,정규
347160,107160,200005,2026-03-02,완료,2026-1,정규
347161,107161,200005,2026-03-02,완료,2026-1,정규
347162,107162,200005,2026-03-02,완료,2026-1,정규
347163,107163,200005,2026-03-02,완료,2026-1,정규
347164,107164,200005,2026-03-02,완료,2026-1,정규
347165,107165,200005,2026-03-02,완료,2026-1,정규
347166,107166,200005,2026-03-02,완료,2026-1,정규
347167,107167,200005,2026-03-02,완료,2026-1,정규
347168,107168,200005,2026-03-02,완료,2026-1,정규
347169,107169,200005,2026-03-02,완료,2026-1,정규
347170,107170,200005,2026-03-02,완료,2026-1,정규
347171,107171,200005,2026-03-02,완료,2026-1,정규
347172,107172,200005,2026-03-02,완료,2026-1,정규
347173,107173,200005,2026-03-02,완료,2026-1,정규
347174,107174,200005,2026-03-02,완료,2026-1,정규
347175,107175,200005,2026-03-02,완료,2026-1,정규
347176,107176,200005,2026-03-02,완료,2026-1,정규
347177,107177,200005,2026-03-02,완료,2026-1,정규
347178,107178,200005,2026-03-02,완료,2026-1,정규
347179,107179,200005,2026-03-02,완료,2026-1,정규
347180,107180,200005,2026-03-02,완료,2026-1,정규
347181,107181,200005,2026-03-02,완료,2026-1,정규
347182,107182,200005,2026-03-02,완료,2026-1,정규
347183,107183,200005,2026-03-02,완료,2026-1,정규
347184,107184,200005,2026-03-02,완료,2026-1,정규
347185,107185,200005,2026-03-02,완료,2026-1,정규
347186,107186,200005,2026-03-02,완료,2026-1,정규
347187,107187,200005,2026-03-02,완료,2026-1,정규
347188,107188,200005,2026-03-02,완료,2026-1,정규
347189,107189,200005,2026-03-02,완료,2026-1,정규
347190,107190,200005,2026-03-02,완료,2026-1,정규
347191,107191,200005,2026-03-02,완료,2026-1,정규
347192,107192,200005,2026-03-02,완료,2026-1,정규
347193,107193,200005,2026-03-02,완료,2026-1,정규
347194,107194,200005,2026-03-02,완료,2026-1,정규
347195,107195,200005,2026-03-02,완료,2026-1,정규
347196,107196,200005,2026-03-02,완료,2026-1,정규
347197,107197,200005,2026-03-02,완료,2026-1,정규
347198,107198,200005,2026-03-02,완료,2026-1,정규
347199,107199,200005,2026-03-02,완료,2026-1,정규
347200,107200,200005,2026-03-02,완료,2026-1,정규
347201,107201,200005,2026-03-02,완료,2026-1,정규
347202,107202,200005,2026-03-02,완료,2026-1,정규
347203,107203,200005,2026-03-02,완료,2026-1,정규
347204,107204,200005,2026-03-02,완료,2026-1,정규
347205,107205,200005,2026-03-02,완료,2026-1,정규
347206,107206,200005,2026-03-02,완료,2026-1,정규
347207,107207,200005,2026-03-02,완료,2026-1,정규
347208,107208,200005,2026-03-02,완료,2026-1,정규
347209,107209,200005,2026-03-02,완료,2026-1,정규
347210,107210,200005,2026-03-02,완료,2026-1,정규
347211,107211,200005,2026-03-02,완료,2026-1,정규
347212,107212,200005,2026-03-02,완료,2026-1,정규
347213,107213,200005,2026-03-02,완료,2026-1,정규
347214,107214,200005,2026-03-02,완료,2026-1,정규
347215,107215,200005,2026-03-02,완료,2026-1,정규
347216,107216,200005,2026-03-02,완료,2026-1,정규
347217,107217,200005,2026-03-02,완료,2026-1,정규
347218,107218,200005,2026-03-02,완료,2026-1,정규
347219,107219,200005,2026-03-02,완료,2026-1,정규
347220,107220,200005,2026-03-02,완료,2026-1,정규
347221,107221,200005,2026-03-02,완료,2026-1,정규
347222,107222,200005,2026-03-02,완료,2026-1,정규
347223,107223,200005,2026-03-02,완료,2026-1,정규
347224,107224,200005,2026-03-02,완료,2026-1,정규
347225,107225,200005,2026-03-02,완료,2026-1,정규
347226,107226,200005,2026-03-02,완료,2026-1,정규
347227,107227,200005,2026-03-02,완료,2026-1,정규
347228,107228,200005,2026-03-02,완료,2026-1,정규
347229,107229,200005,2026-03-02,완료,2026-1,정규
347230,107230,200005,2026-03-02,완료,2026-1,정규
347231,107231,200005,2026-03-02,완료,2026-1,정규
347232,107232,200005,2026-03-02,완료,2026-1,정규
347233,107233,200005,2026-03-02,완료,2026-1,정규
347234,107234,200005,2026-03-02,완료,2026-1,정규
347235,107235,200005,2026-03-02,완료,2026-1,정규
347236,107236,200005,2026-03-02,완료,2026-1,정규
347237,107237,200005,2026-03-02,완료,2026-1,정규
347238,107238,200005,2026-03-02,완료,2026-1,정규
347239,107239,200005,2026-03-02,완료,2026-1,정규
347240,107240,200005,2026-03-02,완료,2026-1,정규
347241,107241,200005,2026-03-02,완료,2026-1,정규
347242,107242,200005,2026-03-02,완료,2026-1,정규
347243,107243,200005,2026-03-02,완료,2026-1,정규
347244,107244,200005,2026-03-02,완료,2026-1,정규
347245,107245,200005,2026-03-02,완료,2026-1,정규
347246,107246,200005,2026-03-02,완료,2026-1,정규
347247,107247,200005,2026-03-02,완료,2026-1,정규
347248,107248,200005,2026-03-02,완료,2026-1,정규
347249,107249,200005,2026-03-02,완료,2026-1,정규
347250,107250,200005,2026-03-02,완료,2026-1,정규
347251,107251,200005,2026-03-02,완료,2026-1,정규
347252,107252,200005,2026-03-02,완료,2026-1,정규
347253,107253,200005,2026-03-02,완료,2026-1,정규
347254,107254,200005,2026-03-02,완료,2026-1,정규
347255,107255,200005,2026-03-02,완료,2026-1,정규
347256,107256,200005,2026-03-02,완료,2026-1,정규
347257,107257,200005,2026-03-02,완료,2026-1,정규
347258,107258,200005,2026-03-02,완료,2026-1,정규
347259,107259,200005,2026-03-02,완료,2026-1,정규
347260,107260,200005,2026-03-02,완료,2026-1,정규
347261,107261,200005,2026-03-02,완료,2026-1,정규
347262,107262,200005,2026-03-02,완료,2026-1,정규
347263,107263,200005,2026-03-02,완료,2026-1,정규
347264,107264,200005,2026-03-02,완료,2026-1,정규
347265,107265,200005,2026-03-02,완료,2026-1,정규
347266,107266,200005,2026-03-02,완료,2026-1,정규
347267,107267,200005,2026-03-02,완료,2026-1,정규
347268,107268,200005,2026-03-02,완료,2026-1,정규
347269,107269,200005,2026-03-02,완료,2026-1,정규
347270,107270,200005,2026-03-02,완료,2026-1,정규
347271,107271,200005,2026-03-02,완료,2026-1,정규
347272,107272,200005,2026-03-02,완료,2026-1,정규
347273,107273,200005,2026-03-02,완료,2026-1,정규
347274,107274,200005,2026-03-02,완료,2026-1,정규
347275,107275,200005,2026-03-02,완료,2026-1,정규
347276,107276,200005,2026-03-02,완료,2026-1,정규
347277,107277,200005,2026-03-02,완료,2026-1,정규
347278,107278,200005,2026-03-02,완료,2026-1,정규
347279,107279,200005,2026-03-02,완료,2026-1,정규
347280,107280,200005,2026-03-02,완료,2026-1,정규
347281,107281,200005,2026-03-02,완료,2026-1,정규
347282,107282,200005,2026-03-02,완료,2026-1,정규
347283,107283,200005,2026-03-02,완료,2026-1,정규
347284,107284,200005,2026-03-02,완료,2026-1,정규
347285,107285,200005,2026-03-02,완료,2026-1,정규
347286,107286,200005,2026-03-02,완료,2026-1,정규
347287,107287,200005,2026-03-02,완료,2026-1,정규
347288,107288,200005,2026-03-02,완료,2026-1,정규
347289,107289,200005,2026-03-02,완료,2026-1,정규
347290,107290,200005,2026-03-02,완료,2026-1,정규
347291,107291,200005,2026-03-02,완료,2026-1,정규
347292,107292,200005,2026-03-02,완료,2026-1,정규
347293,107293,200005,2026-03-02,완료,2026-1,정규
347294,107294,200005,2026-03-02,완료,2026-1,정규
347295,107295,200005,2026-03-02,완료,2026-1,정규
347296,107296,200005,2026-03-02,완료,2026-1,정규
347297,107297,200005,2026-03-02,완료,2026-1,정규
347298,107298,200005,2026-03-02,완료,2026-1,정규
347299,107299,200005,2026-03-02,완료,2026-1,정규
347300,107300,200005,2026-03-02,완료,2026-1,정규
347301,107301,200005,2026-03-02,완료,2026-1,정규
347302,107302,200005,2026-03-02,완료,2026-1,정규
347303,107303,200005,2026-03-02,완료,2026-1,정규
347304,107304,200005,2026-03-02,완료,2026-1,정규
347305,107305,200005,2026-03-02,완료,2026-1,정규
347306,107306,200005,2026-03-02,완료,2026-1,정규
347307,107307,200005,2026-03-02,완료,2026-1,정규
347308,107308,200005,2026-03-02,완료,2026-1,정규
347309,107309,200005,2026-03-02,완료,2026-1,정규
347310,107310,200005,2026-03-02,완료,2026-1,정규
347311,107311,200005,2026-03-02,완료,2026-1,정규
347312,107312,200005,2026-03-02,완료,2026-1,정규
347313,107313,200005,2026-03-02,완료,2026-1,정규
347314,107314,200005,2026-03-02,완료,2026-1,정규
347315,107315,200005,2026-03-02,완료,2026-1,정규
347316,107316,200005,2026-03-02,완료,2026-1,정규
347317,107317,200005,2026-03-02,완료,2026-1,정규
347318,107318,200005,2026-03-02,완료,2026-1,정규
347319,107319,200005,2026-03-02,완료,2026-1,정규
347320,107320,200005,2026-03-02,완료,2026-1,정규
347321,107321,200005,2026-03-02,완료,2026-1,정규
347322,107322,200005,2026-03-02,완료,2026-1,정규
347323,107323,200005,2026-03-02,완료,2026-1,정규
347324,107324,200005,2026-03-02,완료,2026-1,정규
347325,107325,200005,2026-03-02,완료,2026-1,정규
347326,107326,200005,2026-03-02,완료,2026-1,정규
347327,107327,200005,2026-03-02,완료,2026-1,정규
347328,107328,200005,2026-03-02,완료,2026-1,정규
347329,107329,200005,2026-03-02,완료,2026-1,정규
347330,107330,200005,2026-03-02,완료,2026-1,정규
347331,107331,200005,2026-03-02,완료,2026-1,정규
347332,107332,200005,2026-03-02,완료,2026-1,정규
347333,107333,200005,2026-03-02,완료,2026-1,정규
347334,107334,200005,2026-03-02,완료,2026-1,정규
347335,107335,200005,2026-03-02,완료,2026-1,정규
347336,107336,200005,2026-03-02,완료,2026-1,정규
347337,107337,200005,2026-03-02,완료,2026-1,정규
347338,107338,200005,2026-03-02,완료,2026-1,정규
347339,107339,200005,2026-03-02,완료,2026-1,정규
347340,107340,200005,2026-03-02,완료,2026-1,정규
347341,107341,200005,2026-03-02,완료,2026-1,정규
347342,107342,200005,2026-03-02,완료,2026-1,정규
347343,107343,200005,2026-03-02,완료,2026-1,정규
347344,107344,200005,2026-03-02,완료,2026-1,정규
347345,107345,200005,2026-03-02,완료,2026-1,정규
347346,107346,200005,2026-03-02,완료,2026-1,정규
347347,107347,200005,2026-03-02,완료,2026-1,정규
347348,107348,200005,2026-03-02,완료,2026-1,정규
347349,107349,200005,2026-03-02,완료,2026-1,정규
347350,107350,200005,2026-03-02,완료,2026-1,정규
347351,107351,200005,2026-03-02,완료,2026-1,정규
347352,107352,200005,2026-03-02,완료,2026-1,정규
347353,107353,200005,2026-03-02,완료,2026-1,정규
347354,107354,200005,2026-03-02,완료,2026-1,정규
347355,107355,200005,2026-03-02,완료,2026-1,정규
347356,107356,200005,2026-03-02,완료,2026-1,정규
347357,107357,200005,2026-03-02,완료,2026-1,정규
347358,107358,200005,2026-03-02,완료,2026-1,정규
347359,107359,200005,2026-03-02,완료,2026-1,정규
347360,107360,200005,2026-03-02,완료,2026-1,정규
347361,107361,200005,2026-03-02,완료,2026-1,정규
347362,107362,200005,2026-03-02,완료,2026-1,정규
347363,107363,200005,2026-03-02,완료,2026-1,정규
347364,107364,200005,2026-03-02,완료,2026-1,정규
347365,107365,200005,2026-03-02,완료,2026-1,정규
347366,107366,200005,2026-03-02,완료,2026-1,정규
347367,107367,200005,2026-03-02,완료,2026-1,정규
347368,107368,200005,2026-03-02,완료,2026-1,정규
347369,107369,200005,2026-03-02,완료,2026-1,정규
347370,107370,200005,2026-03-02,완료,2026-1,정규
347371,107371,200005,2026-03-02,완료,2026-1,정규
347372,107372,200005,2026-03-02,완료,2026-1,정규
347373,107373,200005,2026-03-02,완료,2026-1,정규
347374,107374,200005,2026-03-02,완료,2026-1,정규
347375,107375,200005,2026-03-02,완료,2026-1,정규
347376,107376,200005,2026-03-02,완료,2026-1,정규
347377,107377,200005,2026-03-02,완료,2026-1,정규
